x1,x2,x3,x4,x5,x6
154.14159518627577,0,1,6109,11555,5738
154.39764434771476,0,0,6098,11301,5883
154.65369350915375,1,1,6189,11220,5822
154.90974267059275,2,3,6216,11280,5684
155.16579183203174,0,4,6172,10982,5734
155.42184099347077,1,1,6200,11289,5837
155.67789015490976,0,3,6080,11130,5771
155.93393931634876,0,1,6016,11183,5743
156.18998847778775,0,5,6103,11073,5884
156.44603763922674,1,4,5998,11219,5756
156.70208680066574,0,2,5988,11025,5732
156.95813596210473,0,3,6095,11099,5601
157.21418512354373,1,5,5968,11188,5677
157.47023428498272,0,2,5971,11052,5629
157.72628344642172,1,2,5957,10949,5508
157.9823326078607,1,2,5907,10933,5606
158.2383817692997,0,4,5895,10915,5682
158.4944309307387,2,0,5886,10999,5586
158.7504800921777,2,4,5890,11088,5691
159.0065292536167,1,2,5827,10808,5518
159.26257841505569,0,3,5833,10917,5614
159.51862757649468,0,2,5812,10893,5517
159.7746767379337,0,0,5856,10845,5557
160.0307258993727,0,2,5806,10808,5468
160.2867750608117,2,1,5711,10914,5416
160.5428242222507,1,0,5796,10885,5485
160.79887338368968,1,2,5723,10866,5506
161.05492254512868,1,2,5728,10637,5613
161.31097170656767,0,3,5648,10750,5564
161.56702086800667,1,2,5806,10523,5581
161.82307002944566,0,1,5682,10897,5466
162.07911919088465,0,1,5615,10655,5306
162.33516835232365,0,1,5584,10925,5590
162.59121751376264,0,3,5624,10690,5402
162.84726667520164,1,7,5615,10817,5466
163.10331583664063,2,4,5522,10599,5435
163.35936499807963,0,4,5488,10598,5392
163.61541415951862,1,6,5499,10605,5367
163.87146332095764,0,3,5466,10742,5459
164.12751248239664,0,1,5442,10753,5412
164.38356164383563,3,3,5496,10568,5449
164.63961080527463,0,1,5502,10455,5447
164.89565996671362,2,2,5547,10710,5448
165.15170912815262,2,2,5427,10410,5447
165.4077582895916,2,0,5347,10369,5316
165.6638074510306,1,3,5433,10569,5322
165.9198566124696,0,5,5341,10364,5271
